License No.,Business Name,DBA,License Type,City,County,Expiration
GAAA-4KYX-YUBP,CROWN BUD FARMS LLC,CROWN BUD FARMS,Grower,OKLAHOMA CITY,Oklahoma,11/15/2023
GAAA-V1E2-GZ5V,Altcare L.L.C.,Altcare L.L.C.,Grower,OKLAHOMA CITY,Oklahoma,2/17/2024
GAAA-EYIP-BLXD,Amazen K Pharms LTD CO,Amazen K Pharms LTD CO,Grower,HUGO,Choctaw,12/12/2023
GAAA-B46A-ZUK7,Southern Style Farms LLC,Southern Style Farms LLC,Grower,CLAREMORE,Rogers,9/26/2023
GAAA-UZZS-CIXY,High Horse Farms L.P.,High horse farms,Grower,PURCELL,McClain,11/6/2023
GAAA-41DD-UQ8T,"Big Red Dog Unlimited, LLC","Big Red Dog Unlimited, LLC",Grower,BROKEN ARROW,Tulsa,5/16/2024
DAAA-MPXP-IQJR,STAY BUZZN INC,STAY BUZZN INC,Dispensary,TULSA,Tulsa,9/15/2023
GAAA-VKHP-I5ZW,PHB Growers LLC,PHB Growers LLC,Grower,PRYOR,Mayes,10/17/2023
GAAA-KHTU-LSJK,Quality Consumables LLC,Quality Consumables,Grower,BOKOSHE,Le Flore,10/10/2023
GAAA-BJNF-1OTR,Loud House Productions LLC,Loud House Productions LLC,Grower,CALERA,Bryan,11/1/2022
GAAA-ZNBV-WL6R,"TR Fam, LLC","TR FAM, LLC",Grower,CHANDLER,Lincoln,7/14/2023
GAAA-N0OO-W3YT,RAFCO CANNABIS,RAFCO CANNABIS,Grower,MARLOW,Comanche,3/20/2023
PAAA-KCOI-5INZ,"Golden Grams, LLC","Golden Grams, LLC",Processor,ADA,Pontotoc,12/12/2023
DAAA-CMMO-2QYI,3404 Budz LLc,Royal Budz,Dispensary,Del City,Oklahoma,10/20/2023
GAAA-1NKO-2KVK,"AJ Cannabis Farms, LLC",AJ Farms,Grower,CLAREMORE,Rogers,11/3/2023
PAAA-N1TB-MWRI,"Empire Labs, LLC","Empire Labs, LLC",Processor,SHAWNEE,Pottawatomie,8/18/2023
GAAA-4KDP-CJA4,Doja Management LLC,DOJA Cannabis Company,Grower,OKLAHOMA CITY,Oklahoma,2/3/2024
PAAA-SXOW-MGYY,"Growing Green Dreams, LLC","Growing Green Dreams, LLC",Processor,CHICKASHA,Grady,12/21/2023
DAAA-QMFZ-8ZND,"Kushmart, LLC",Meduana,Dispensary,OKLAHOMA CITY,Oklahoma,5/24/2024
DAAA-EKE1-9RYV,Stoned 4 Survival L.L.C.,Stoned 4 Survival,Dispensary,Grant,Choctaw,11/6/2023
GAAA-E1K4-1BGU,"Flying High Farms, LLC","Flying High Farms, LLC",Grower,CLAREMORE,Rogers,9/29/2023
GAAA-IBFZ-WTQQ,"BADE Enterprises, LLC",Blue Lake Farms,Grower,WANETTE,Pottawatomie,11/15/2022
PAAA-VYEI-ZBGT,PHB Growers LLC,Marivana,Processor,PRYOR,Mayes,11/6/2023
GAAA-YLJV-LLCX,"D's SureFire Greenery, LLC","D's SureFire Greenery, LLC",Grower,LAWTON,Comanche,12/8/2023
DAAA-EKXA-W2IN,ELEVATE APOTHIC LLC,Elevated Apothic Dispensary,Dispensary,TAHLEQUAH,Cherokee,1/12/2024
PAAA-VYNI-BAHE,Hemp-Park Cannabis Company LLC,Hemp-Park Cannabis Company LLC,Processor,COLBERT,Bryan,12/18/2022
DAAA-41CO-VQHS,"Right Time Medical, LLC",Lotus Gold Tahlequah,Dispensary,Tahlequah,Cherokee,2/21/2024
DAAA-AJAL-HIHJ,Kee Kee's Kush LLC,Kee Kee's Kush,Dispensary,OKLAHOMA CITY,Oklahoma,12/14/2023
DAAA-JJX4-D7OP,"D-LUXE DISPENSARY, LLC","D-LUXE DISPENSARY, LLC",Dispensary,SAPULPA,Creek,3/28/2024
DAAA-GIMA-0EKU,Cannabless Retail 17 LLC,Cannabless Retail 17 LLC,Dispensary,CHICKASHA,Grady,11/6/2022
PAAA-LE66-Q4CF,Golden Summer LLC,Golden Summer,Processor,Lindsay,McClain,3/31/2024
DAAA-XCQT-RRVQ,"KK Cannabis Holdings, LLC",Euphoria Extracts 8315,Dispensary,OKLAHOMA CITY,Oklahoma,10/26/2023
DAAA-KRXB-IFQK,Green Cross Dispensary Vinita Inc.,Park It Dispensary,Dispensary,VINITA,Craig,11/3/2023
DAAA-N1FE-IAUS,Elevated Spirits Dispensary LLC,Elevated Spirits Dispensary LLC,Dispensary,SHAWNEE,Pottawatomie,11/15/2023
GAAA-RRLC-A2KT,my hippy wifes farm llc,my hippy wifes farm,Grower,WISTER,Le Flore,11/29/2023
DAAA-VJEU-YEZU,Starbuds Dispensary LLC,Starbuds Dispensary LLC,Dispensary,LAWTON,Comanche,4/4/2023
PAAA-4227-9BUA,"Avant Labs, LLC","Avant Labs, LLC",Processor,GLENPOOL,Tulsa,9/12/2023
GAAA-NJSX-X2BU,"Go Industries, LLC","Go Industries, LLC",Grower,PADEN,Okfuskee,1/11/2024
GAAA-NYZJ-MHLS,Candor Ventures LLC,Candor Ventures LLC,Grower,Wanette,Pottawatomie,7/12/2023
DAAA-VYO3-YQHF,Oasis Healing Center LLC,Oasis Cannabis,Dispensary,MOORE,Cleveland,3/8/2024
DAAA-EKHO-QAZZ,DMBE LLC,Kure Collective,Dispensary,OKLAHOMA CITY,Oklahoma,12/19/2023
DAAA-98OH-9WB9,"Elixer R&D Six 2022, LLC",Oklagrown Dispensary Six,Dispensary,OKLAHOMA CITY,Oklahoma,2/17/2024
GAAA-KPTN-LQDD,"Delta 9 Organics, LLC","Delta 9 Organics, LLC",Grower,GANS,Sequoyah,8/18/2023
DAAA-EJRS-5FMU,BIG CHEEF DISPENSARY LLC,BIG CHEEF DISPENSARY LLC,Dispensary,Del City,Oklahoma,10/4/2023
DAAA-VY5S-OIJ6,KD Ventures LLP,THE FARMACY DISPENSARY,Dispensary,OKLAHOMA CITY,Cleveland,3/22/2024
DAAA-AMIQ-YJWZ,FREEDOM CANNABIS DISPENSARY LLC,FREEDOM CANNABIS DISPENSARY,Dispensary,DEL CITY,Oklahoma,11/1/2023
PAAA-TXVX-CUCV,OG GREENHOUSE LLC,OG GREENHOUSE,Processor,HULBERT,Cherokee,9/22/2023
GAAA-ZI52-J7EO,Pf farms llc,Pf farms,Grower,Butler,Custer,5/16/2023
GAAA-4Y7L-HTEU,PACIFIC OCEAN LLC,PACIFIC OCEAN,Grower,LINDSAY,Garvin,11/3/2023
GAAA-AF3J-GKTD,TRUDREAMS LLC,TRUDREAMS FARM,Grower,MULDROW,Sequoyah,2/1/2024
GAAA-KVFS-U6AF,"Lin Wu Farms, LLC",Lin Wu Farms,Grower,VINITA,Craig,6/28/2023
DAAA-5EFU-GXQI,"Charlie and The Weed Factory, LLC",Charlie and the Weed Factory,Dispensary,LAWTON,Comanche,10/13/2023
PAAA-T5RT-5EFO,"Justus Farms, LLC","Justus Farms, LLC",Processor,Tecumseh,Pottawatomie,2/1/2024
GAAA-N1DP-1WFZ,Cooper Labs LLC,Cooper Labs LLC,Grower,TULSA,Osage,10/31/2023
GAAA-OSNO-1XON,Hillbilly Hippie Farms LLC,Hillbilly Hippie Farms,Grower,Hodgen,Le Flore,10/3/2023
GAAA-R8BY-X7L4,The Yogi Farm LLC,The Yogi Farm LLC,Grower,JAY,Delaware,7/14/2023
GAAA-41EL-GUDV,"HIGH PLAINS CANNABIS, LLC","HIGH PLAINS CANNABIS, LLC",Grower,BLANCHARD,Grady,12/5/2023
DAAA-EKFV-BQ4X,Sweet Leaf Farmacy LLC,Sweet Leaf Farmacy,Dispensary,Cartwright,Bryan,9/30/2023
GAAA-EYS1-QZHP,Mid Country LLC,Mid Country LLC,Grower,BLACKWELL,Kay,12/13/2023
GAAA-41FC-DMD4,"Mase Enterprises, LLC","Mase Enterprises, LLC",Grower,HASKELL,Okmulgee,12/12/2023
DAAA-EYPO-LQZG,Aunt B's Remedies LLC,Aunt B's Remedies LLC,Dispensary,Ryan,Jefferson,2/14/2024
GAAA-CJKR-R73E,"ICON Gold, LLC",ICON,Grower,Gracemont,Caddo,3/3/2024
DAAA-4JPQ-UZT6,"Wayne's World Dispensary, LLC",Wayne's World Dispensary,Dispensary,CAMERON,Le Flore,3/20/2023
GAAA-H9JB-SX3W,Dallas Skyline Corporation,Dank of America,Grower,TUTTLE,Oklahoma,10/13/2023
DAAA-VYJV-JR8M,Living Well Canabis Dispensary LLC,Living Well Dispensary,Dispensary,VERDEN,Grady,9/27/2023
GAAA-ZWIS-SOWZ,Hydro Chronic Farm LLC,Hydro Chronic Farm LLC,Grower,WEWOKA,Seminole,11/27/2023
PAAA-SXKP-8TDL,"Sugar Lane Extract, LLC",GRAND DIAMONDS,Processor,Vinita,Mayes,11/14/2023
GAAA-4JFE-XYRO,"Talking Headz Co-Op, LLC","Talking Headz Co-Op, LLC",Grower,WEATHERFORD,Custer,12/16/2023
DAAA-NYIA-XAUL,"PIRPICH INDUSTRIES, LLC",Big Buds Dispensary,Dispensary,OWASSO,Tulsa,4/11/2024
DAAA-CVE5-QQRY,Arbuckle Farmacy LLC,Arbuckle Farmacy LLC,Dispensary,SULPHUR,Murray,11/2/2023
DAAA-E1BO-WT8N,"Customer Care, LLC",Moonlight Apothecary,Dispensary,SAPULPA,Creek,11/14/2023
GAAA-ZMVV-FHFT,E.S.D Farm LLC,E.S.D Farm LLC,Grower,TECUMSEH,Pottawatomie,10/16/2022
PAAA-YUXX-PE1Y,J-RAG LLC,J-RAG LLC,Processor,LINDSAY,McClain,11/14/2023
DAAA-JFXY-EBX8,"Dank Banq, LLC","Dank Banq, LLC",Dispensary,TULSA,Tulsa,3/29/2023
DAAA-9A59-2HZF,HANDPICKED EXOTICZ LLC,Handpicked Exoticz,Dispensary,EDMOND,Logan,9/26/2023
GAAA-MQW1-1CFM,"420Connect, LLC","420Connect, LLC",Grower,TULSA,Creek,1/2/2024
DAAA-EKVM-HXCU,SPENagri Corporation,Grand Wellness Center,Dispensary,OKLAHOMA CITY,Oklahoma,12/20/2023
GAAA-TA2T-6WBD,KV GROWERS LLC,KV GROWERS,Grower,CLEVELAND,Pawnee,9/8/2023
GAAA-7UYE-8HTP,"Top Organic, LLC","Top Organic, LLC",Grower,DUNCAN,Stephens,10/17/2023
DAAA-BJKR-XKFR,HAPPY JACKS DISPENSARY LLC,HAPPY JACKS DISPENSARY LLC,Dispensary,WOODWARD,Woodward,7/5/2023
GAAA-Y8NB-QGFK,"High Road Farm, LLC","High Road Farm, LLC",Grower,Oklahoma City,Oklahoma,5/8/2024
DAAA-TZQN-U3VL,Pirpich Industries LLC,Big Buds Natural Releaf,Dispensary,TULSA,Tulsa,7/14/2023
GAAA-GBM7-1ZBW,Veritas Green LLC,Veritas Green LLC,Grower,MARIETTA,Love,12/15/2022
GAAA-8B28-WGCN,Statue Lee Farm LLC,Statue Lee Farm,Grower,COLCORD,Delaware,7/18/2022
DAAA-NK0S-3ZXL,K & K Enterprises LLC,Broadleaf,Dispensary,OWASSO,Tulsa,1/10/2024
GAAA-HEVA-LTEV,Rockin Chair Remedy LLC,Rockin Chair Remedy LLC,Grower,KIOWA,Atoka,11/15/2023
GAAA-RLAB-FTNK,"ONEWORLDTREE, LLC","ONEWORLDTREE, LLC",Grower,PAWNEE,Pawnee,2/1/2024
GAAA-QEPY-P0NT,OCEAN 9 GROW COMPANY LLC,OCEAN 9 GROW COMPANY LLC,Grower,STIGLER,Haskell,6/27/2023
PAAA-X0XK-7U8M,"Izzy Dizzy, LLC","Izzy Dizzy, LLC",Processor,Boynton,Muskogee,8/2/2023
DAAA-UTLH-O12D,"THE SMOKEHOUSE DISPENSARY, LLC","THE SMOKEHOUSE DISPENSARY, LLC",Dispensary,TULSA,Tulsa,12/6/2023
DAAA-4KGG-4ICW,"GREEN REMEDIES, LLC",GREEN REMEDIES,Dispensary,Hugo,Choctaw,3/21/2024
TAAA-7Z01-NSU0,MILE HIGH TRANSPORT LLC,MILE HIGH TRANSPORT,Transporter,SAPULPA,Creek,11/29/2023
GAAA-OPCZ-GJVK,KFK LLC,KFK LLC,Grower,NOBLE,Cleveland,12/4/2023
GAAA-TRCP-VIMF,Safe Earth Cannabis LLC,Safe Earth Cannabis LLC,Grower,LEEDEY,Roger Mills,12/7/2023
PAAA-N19H-JNQH,"Red River Reefer, LLC","Red River Reefer, LLC",Processor,NOBLE,Cleveland,10/10/2023
GAAA-NJ8N-KRZH,The Gnarly Farm,The Gnarly Farm,Grower,PRAGUE,Lincoln,5/19/2023
GAAA-EY5E-AVXU,Pristine and Green LLC,Pristine and Green LLC,Grower,PRAGUE,Pottawatomie,3/20/2024
PAAA-EKVB-JPC9,Stealth Business Solutions LLC,Stealth Business Solutions LLC,Processor,EDMOND,Oklahoma,2/24/2023
DAAA-NKJ6-9STH,Tree Life Dispensary LLC,Tree Life dispensary,Dispensary,WARR ACRES,Oklahoma,3/21/2023
GAAA-415I-0ZKO,Julie Ray,Okanna Crops,Grower,Oklahoma City,Oklahoma,3/6/2024
GAAA-E6EI-MUEQ,"KNH CULTIVATION, LLC","KNH CULTIVATION, LLC",Grower,CALERA,Bryan,3/6/2023
GAAA-HZCC-TOMU,Green Herbs LLC,Green herbs,Grower,SPARKS,Lincoln,3/24/2024
GAAA-DGIQ-PTYT,"OKLAHOMA DANKA, LLC",OKLAHOMA DANKA,Grower,MARIETTA,Love,7/21/2023
GAAA-VXRB-9VBV,Ashlock's Farm LLC,Ashlock's Farm LLC,Grower,OKMULGEE,Okmulgee,8/21/2023
GAAA-WEVM-O0LM,Samurai Smoke LLP,Honeydew Flowers,Grower,MCALESTER,Pittsburg,10/31/2023
DAAA-EJFD-2GIZ,"BB Budz, LLC",Okie Roots Cannabis Company,Dispensary,OKLAHOMA CITY,Oklahoma,10/25/2023
GAAA-SR07-RN4M,"1GEN12, LLC","1GEN12, LLC",Grower,MOUNDS,Okmulgee,7/3/2023
GAAA-PZAP-5IUX,"HandD GROWS, LLC",Loud Alchemy,Grower,ADA,Pontotoc,9/29/2023
GAAA-4YFH-PSWA,Felipe Morris Llc,Felipe Morris,Grower,Chickasha,Grady,3/24/2023
GAAA-CXE3-8DPM,Lucky Green Farm LLC,Lucky Green Farm LLC,Grower,INOLA,Mayes,5/1/2023
GAAA-6A3R-XCYE,Younger Cultivated LLC,Younger Cultivated LLC,Grower,LUTHER,Oklahoma,6/9/2023
GAAA-C4K5-TAMF,"Green Mac Farm, LLC","Green Mac Farm, LLC",Grower,VALLIANT,McCurtain,6/2/2023
GAAA-N1YO-VDMH,"JS0429, LLC",Capital Dank OKC Grow,Grower,OKLAHOMA CITY,Oklahoma,1/14/2024
GAAA-CI7L-YU7Q,Gregory Pavone,Gregory Pavone,Grower,SAYRE,Beckham,9/27/2023
GAAA-BTXA-HQ6G,Sai Moua,M.I.A. Farms,Grower,COLCORD,Delaware,2/1/2023
DAAA-E1CL-X4UK,G & C Dispensary LLC,G & C Dispensary LLC,Dispensary,Keota,Haskell,11/10/2023
DAAA-EJYL-3Y68,OKLATEX HOLDINGS LLC,MARI MED,Dispensary,BIXBY,Tulsa,9/18/2023
PAAA-H6UZ-KWWO,Dover Brothers Incorporated,Dover Brothers Incorporated,Processor,Newcastle,McClain,11/9/2023
GAAA-4KJI-YSED,Samantha Taylor,Medicine Woman Cannabis,Grower,WARNER,Muskogee,2/17/2024
GAAA-MPWD-OMSH,Natures Ultimate Gift LLC,N.U.G,Grower,MARIETTA,Love,2/1/2024
GAAA-NYCB-XU7U,Flora Rodriguez Liles,Mccurtain County Marijuanna Growers,Grower,BROKEN BOW,McCurtain,3/28/2024
GAAA-CWGS-7OVN,LAX LLC,LAX LLC,Grower,watonga,Blaine,9/27/2023
GAAA-TMVM-3M6V,STANKY FINGERS CANNABIS COMPANY LLC,STANKY FINGERS CANNABIS COMPANY LLC,Grower,ATOKA,Atoka,9/29/2023
GAAA-EYDU-EVGO,ABP Farms LLC,ABP Farms LLC,Grower,MIDWEST CITY,Oklahoma,3/2/2024
GAAA-HTLK-JOPK,C'Level Enterprises Inc,C'Level Grow,Grower,TULSA,Tulsa,11/8/2023
GAAA-VYCP-7QZD,FIVE EIGHT 0 ORGANICS LLC.,FIVE EIGHT 0 ORGANICS LLC.,Grower,SOPER,Choctaw,3/9/2024
DAAA-4YSV-JWKB,"The Green Collective Dispensary, LLC",The Green Collective,Dispensary,Oklahoma City,Oklahoma,1/12/2024
GAAA-NYOC-WTVP,CONTE ENTERPRISE LLC,CONTE ENTERPRISE,Grower,STROUD,Creek,9/18/2023
GAAA-NJIT-UD3Y,"The Green Myth, LLC","The Green Myth, LLC",Grower,JAY,Delaware,2/7/2023
PAAA-BL8H-UBID,Okie Kush Farm LLC,Okie Kush Farm LLC,Processor,earlsboro,Pottawatomie,10/30/2023
DAAA-PZQI-YOE4,"Buzzed Leaf, LLC","Buzzed Leaf, LLC",Dispensary,Lawton,Comanche,2/1/2024
PAAA-THGT-S6VY,Brash Investments LLC,Brash Cannabis,Processor,Edmond,Oklahoma,3/8/2024
GAAA-F8D8-PK0Q,"Medicinal Herbs, LLC","Medicinal Herbs, LLC",Grower,HULBERT,Cherokee,5/23/2023
GAAA-YYCH-1H7B,GREEN MAGIC FARM LLC,GREEN MAGIC GROWING,Grower,SHADY POINT,Le Flore,3/7/2024
GAAA-RALE-BBFG,A41 Farm LLC,MVDL,Grower,SEMINOLE,Seminole,9/20/2023
GAAA-NJVE-0Z9P,"Blue Collar Criminals Collective, LLC","Blue Collar Criminals Collective, LLC",Grower,OKLAHOMA CITY,Oklahoma,3/16/2024
PAAA-ODMT-HIMH,"Sunset Processing, Inc.",Sunset Processing,Processor,SPIRO,Le Flore,6/14/2022
DAAA-EYEZ-VJEY,"Green Horizons, LLC",Flight 420,Dispensary,WATTS,Delaware,8/31/2023
GAAA-JUFT-74DF,XP Agronomics LLC,XP Agronomics LLC,Grower,Haskell,Muskogee,10/10/2023
GAAA-VY1M-A00S,RED DIRT BUDZ LLC,RED DIRT BUDZ LLC,Grower,Ardmore,Carter,2/7/2024
DAAA-V16J-CHBM,Dubway Dispensary LLC,Dubway Dispensary LLC,Dispensary,STILLWATER,Payne,11/14/2023
GAAA-4JMU-5HRP,Bop Bop LLC,Bop Bop LLC,Grower,NOWATA,Nowata,12/5/2023
DAAA-CJJC-RWXN,Dragonfly Cannabis Company LLC,Dragonfly Cannabis Co.,Dispensary,Oilton,Creek,12/18/2023
PAAA-EKN5-BSXN,J&O ENT LLC,Bud Diamonds,Processor,GROVE,Oklahoma,12/12/2023
GAAA-DT4O-YDP4,"DPW Farms, LLC",Black Mountain Farms Eufaula,Grower,EUFAULA,McIntosh,8/10/2023
DAAA-FLO6-KYQK,Sun Valley Management LLC,Chouteau House of Fire,Dispensary,Chouteau,Rogers,11/6/2023
GAAA-TOXM-OXYD,Firefly Cannabis Co. LLC.,Firefly Cannabis Co. LLC.,Grower,MCALESTER,Pittsburg,1/11/2024
GAAA-QHRB-KHU3,FOC Agriculture Company LLC,FOCA,Grower,EDMOND,Oklahoma,9/8/2023
GAAA-E1MN-AOGD,Exotik Mountain Gardens LLC,Exotik Mountain Gardens LLC,Grower,CHOUTEAU,Mayes,5/15/2023
GAAA-NKBT-0WAV,"Warrior Buds, LLC","Warrior Buds, LLC",Grower,Pryor,Mayes,4/25/2023
DAAA-BPW8-5EGE,Elite Leaf LLC,Elite Leaf LLC,Dispensary,OKLAHOMA CITY,Oklahoma,12/11/2023
GAAA-4KJM-CEWB,Stephens Farms LLC,Stephens Farms LLC,Grower,ADA,Pontotoc,9/26/2023
GAAA-POOK-OO3X,"Sweet Leaf Endeavors Farms, LLC","Sweet Leaf Endeavors Farms, LLC",Grower,TULSA,Tulsa,10/10/2023
GAAA-NKB7-BPNK,Marley farms LLC,Marley Farms,Grower,BOKCHITO,Bryan,10/31/2023
GAAA-NKUU-EPB9,Carly's Comforts,Carly's Comforts,Grower,MCALESTER,Pittsburg,8/14/2022
PAAA-NYYB-XFTV,"Blue Collar Criminals Collective, LLC","Blue Collar Criminals Collective, LLC",Processor,OKLAHOMA CITY,Oklahoma,5/1/2024
GAAA-EJFN-RYH7,Southern Cannabis LLC,Southern Cannabis LLC,Grower,STRATFORD,Pontotoc,11/15/2023
GAAA-2IVY-WOJK,Clone Zone LLC,Clone Zone LLC,Grower,MCALESTER,Pittsburg,12/21/2023
GAAA-SFHS-XQ0S,Amazing Green LLC,Amazing Green LLC,Grower,MARLOW,Stephens,4/18/2024
GAAA-GINC-RGP1,"TapRootAcre, LLC","TapRootAcre, LLC",Grower,JAY,Delaware,7/14/2023
GAAA-WOH7-JG0I,EG Industries LLC,EG Industries LLC,Grower,MANNFORD,Creek,8/2/2023
DAAA-DIPD-AAIV,Bobbi Dodson,Purple Clouds,Dispensary,IDABEL,McCurtain,12/6/2023
PAAA-V1BW-598N,C4EXTRACTS LLC,High Gear,Processor,Kiefer,Creek,12/4/2022
GAAA-J4UN-AN5A,zhangs farm inc,Zhangs Farm Inc,Grower,PONCA CITY,Kay,11/27/2023
PAAA-CHMR-CC4P,"Nature's Haze, LLC",B's Wax and Dab Packs,Processor,Cement,Caddo,10/6/2023
GAAA-7XZL-HAQW,"Exclusive Trees, LLC","Exclusive Trees, LLC",Grower,Checotah,McIntosh,6/20/2023
GAAA-2SSO-PLLU,OKLA BOYS LTD,OKLA BOYS LTD,Grower,OKEMAH,Okfuskee,11/10/2023
DAAA-VJO1-VDFW,MME Enterprises LLC,Gifted Dispensary,Dispensary,YUKON,Canadian,3/1/2024
GAAA-QZTH-AFDR,OKC Urban Agriculture LLC,OKC Urban Agriculture LLC,Grower,Edmond,Logan,10/30/2023
DAAA-HJI7-JJUV,"Medicinal Life Headquarters, LLC","Medicinal Life Headquarters, LLC",Dispensary,TULSA,Tulsa,8/7/2023
DAAA-ACUD-QSB0,Country Cloudz Dispensary LLC,Country Cloudz Dispensary LLC,Dispensary,CASTLE,Okfuskee,12/22/2023
DAAA-MLPN-BRAJ,KBNS INC,Sasquatch Gardens,Dispensary,MCALESTER,Pittsburg,3/15/2024
DAAA-NYXB-G65N,"GREEN CULTURE, LLC",GREEN CULTURE JAY,Dispensary,JAY,Delaware,11/8/2023
GAAA-8RXF-O2LC,"AceUp Pharms, LLC",PLAN3T ZAZA,Grower,STROUD,Creek,11/2/2022
DAAA-VKED-VD4W,"Stars and Stripes Dispensary 2, LLC","Stars and Stripes Dispensary 2, LLC",Dispensary,OKLAHOMA CITY,Cleveland,12/25/2023
DAAA-E1LP-RHYL,Top Notch Dispensary LLC,Top Notch Dispensary LLC,Dispensary,Calera,Bryan,2/15/2024
GAAA-OG0O-WAGI,Martin Barragan Torres,Cannagrow Cabin,Grower,Soper,Choctaw,8/28/2023
GAAA-1Q6Y-HCTJ,"DNJM, LLC","DNJM, LLC",Grower,Oklahoma City,Cleveland,10/25/2023
GAAA-C0KY-K7NP,Choice Cola LLC,choice cola llc,Grower,BARTLESVILLE,Washington,9/15/2023
GAAA-AUQW-EZZT,Diamond Back Farms LLC,Diamond Back Farms LLC,Grower,CHANDLER,Lincoln,10/18/2023
GAAA-CD4C-AK20,"Spring River, LLC","Spring River, LLC",Grower,Hastings,Stephens,10/26/2023
DAAA-RT34-CAQQ,L1F3 Capital LLC,L1F3 Experience,Dispensary,OKLAHOMA CITY,Oklahoma,10/11/2023
GAAA-EYWK-9NZJ,Track 56 LLC,Track 56 LLC,Grower,OKEMAH,Seminole,11/1/2023
GAAA-YD6O-RL1H,Fineline Cannabis LLC.,Fineline Cannabis LLC.,Grower,COLCORD,Delaware,12/9/2023
GAAA-LGRK-1OU3,Coyle Natural LLC,Coyle Natural,Grower,COYLE,Logan,7/4/2023
PAAA-TBE5-XMLL,"Twista'Fate Farms, LLC",Concentrated Solutions,Processor,LINDSAY,McClain,11/24/2023
DAAA-NJK1-HL7Q,"ReLeaf Organics, LLC",ReLeaf Organics,Dispensary,CLAREMORE,Rogers,10/18/2023
DAAA-7J5J-WQUI,"Molly Asset Management, Inc.,","The Herbin Joint, AKA Herbin Joint",Dispensary,SAND SPRINGS,Tulsa,10/6/2023
GAAA-MU48-C89E,4T BROS FARM LLC,4T BROS FARM LLC,Grower,BIXBY,Tulsa,2/1/2023
DAAA-NAK2-3HWX,Raw Wellness LLC,Raw Wellness,Dispensary,CUSHING,Payne,7/11/2023
DAAA-EYID-VLEK,"Punchee Bud Dispensary, LLC",Punchee Bud Dispensary,Dispensary,HEAVENER,Le Flore,10/24/2023
DAAA-EK5X-AMHR,"Dlaygvi Grass, LLC","Dlaygvi Grass, LLC",Dispensary,JAY,Delaware,1/9/2024
DAAA-NJ7J-28N7,Jade Wellness Center LLC,Jade Wellness Center,Dispensary,Tulsa,Tulsa,9/27/2023
GAAA-X0XX-QVK1,Her Greens LLC,Her Greens LLC,Grower,BUNCH,Adair,7/31/2023
TAAA-CR1L-VLWN,Golden Nuggets Transportation LLC,Golden Nuggets Transportation,Transporter,HOLDENVILLE,Hughes,10/23/2023
PAAA-7EIX-EF3F,Left-Handed Partners LLC,Southerner,Processor,THACKERVILLE,Love,4/18/2024
PAAA-C0MR-MFJV,Distilled in Oklahoma LLC,Distilled in Oklahoma LLC,Processor,Edmond,Logan,2/23/2023
DAAA-CPRU-FNUQ,"Bumpy Brick Dispensary, LLC","Bumpy Brick Dispensary, LLC",Dispensary,WEWOKA,Seminole,11/27/2023
DAAA-4JBN-Q2PV,Bison Extracts Inc,Bison Extracts Inc,Dispensary,Tulsa,Tulsa,4/25/2024
DAAA-41JA-OPSU,B2B Ventures LLC,B2B Ventures LLC,Dispensary,OKLAHOMA CITY,Oklahoma,11/17/2023
GAAA-9YCW-MILU,GLOWING FLOWER LLC,GLOWING FLOWER FARM,Grower,KEOTA,Haskell,6/9/2023
GAAA-ECIM-1TGO,Green Devil Cannabis Co LLC,Green Devil Cannabis Co LLC,Grower,GUTHRIE,Logan,11/7/2023
GAAA-ORWD-CODI,"Green Coast, LLC","Green Coast, LLC",Grower,Dewey,Washington,11/3/2022
TAAA-XCZY-8BN4,"Dependable Carriage, LLC",Dependable Carriage,Transporter,LAWTON,Comanche,12/22/2023
GAAA-C1T7-IWMN,North County Farm LLC,North County Farm,Grower,CLINTON,Washita,10/19/2023
GAAA-J1UA-MBLH,Supreme Green Cultivation LLC,Supreme Green Cultivation LLC,Grower,TAHLEQUAH,Cherokee,7/5/2023
GAAA-STTH-M1PZ,OKLA BLUE BUD LLC,OKLA BLUE BUD LLC,Grower,PAOLI,Garvin,5/26/2024
DAAA-41OT-ZVO5,"DE AND SE, INC",CHILLIN' STATION,Dispensary,MCALESTER,Pittsburg,5/30/2024
DAAA-HNXL-F1BE,Boose LLC,Boose LLC,Dispensary,POTEAU,Le Flore,11/17/2023
DAAA-JQEW-7LYU,Green medical patients LLC,Greendoctor 420,Dispensary,OKLAHOMA CITY,Oklahoma,5/10/2024
GAAA-XULS-ALP9,"Brillo Verde Tops, LLC","Brillo Verde Tops, LLC",Grower,MORRIS,Okmulgee,4/24/2024
DAAA-DJ2A-PYDY,Red Dirt Experience LLC,Red Dirt Experience LLC,Dispensary,MUSTANG,Canadian,2/28/2024
GAAA-3REY-HVD7,Finville Industries LLC,Stoned Fish Farms,Grower,JONES,Oklahoma,9/25/2023
GAAA-QYZW-NKQY,"Bronco Ranch, LLC","Bronco Ranch, LLC",Grower,MUTUAL,Woodward,9/26/2023
GAAA-R7KV-LKKN,Triple T Farms Three LLC,Triple T Farms Three LLC,Grower,HULBERT,Cherokee,10/9/2023
GAAA-HRVK-LID3,Various Buds LLC,Various Buds LLC,Grower,MCALESTER,Pittsburg,5/26/2023
TAAA-NKNY-1SYG,"Stronghold Transportation Group, LLC",Stronghold Transportation Group,Transporter,OKLAHOMA CITY,Oklahoma,3/10/2023
